"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"theta[8]-theta[26]",0.110556330469902,0.108210783052604,0.0986747204905979,10000,0.95,0.0398813308902818,0.186991329593466,0,99.98,NA,NA,NA,NA,NA
"theta[8]-theta[27]",0.136206262954794,0.13223878145199,0.110464822857289,10218.1,0.95,0.02900653034195,0.248221694354147,0,99.89,NA,NA,NA,NA,NA
"theta[8]-theta[28]",0.0428786954269251,0.0433263921789755,0.0426308878628849,10000,0.95,0.0206563328330572,0.0638748942953838,0,99.99,NA,NA,NA,NA,NA
"theta[8]-theta[29]",-0.0102706281551668,-0.0119780731668705,-0.0178218743611059,11439.6,0.95,-0.0483205738320092,0.0311720474544569,0,28.12,NA,NA,NA,NA,NA
"theta[8]-theta[30]",0.0141538210280053,0.0142129030321183,0.0151303578049145,10000,0.95,-0.0153962136306319,0.0418555206777671,0,83.16,NA,NA,NA,NA,NA
"theta[8]-theta[31]",-0.0272894131517211,-0.0276157402272993,-0.0273089227789269,10328.3,0.95,-0.0545271360073261,0.000186686411009385,0,2.98,NA,NA,NA,NA,NA
"theta[8]-theta[32]",-0.0110824629491897,-0.0107181129911424,-0.0106778890069498,9510.5,0.95,-0.0304080640134616,0.00874050910441104,0,12.73,NA,NA,NA,NA,NA
"theta[8]-theta[33]",0.0854515271604665,0.0845800041987719,0.0882160471848225,9033.2,0.95,0.0306781139601972,0.141596874771679,0,99.98,NA,NA,NA,NA,NA
"theta[8]-theta[34]",0.0281801414291147,0.0276363398708188,0.0253430595612803,10000,0.95,-0.00965308012663191,0.0667409593119417,0,92.97,NA,NA,NA,NA,NA
"theta[8]-theta[35]",-0.00775213070900988,-0.00733730693923546,-0.00534004819408482,10000,0.95,-0.0286198305155907,0.0108383380196371,0,22.17,NA,NA,NA,NA,NA
